n_features,cluster,method,split,percent_rmse,rmse,mae,r2
170,1,XGB,train,1.698507014628068,2.725971321789134,1.769986867904663,0.9988943934440613
170,1,MLP,test,120.20552103592257,145.31284946194538,123.32328796386719,-2.3264589309692383
170,1,MLP,train,112.63769739386935,180.77472168420007,162.10569763183594,-3.862156867980957
180,0,NNLS,test,12.436334380126999,27.018665132293492,21.605994812082464,0.5729845750157716
180,0,NNLS,train,22.956140398126745,44.91092005286157,37.71692167848542,0.13601684019889848
180,0,LINEAR,test,16.016347788106167,34.79645402753886,29.882776260375977,0.29175132513046265
180,0,LINEAR,train,9.367426854788553,18.326240878487003,14.80069637298584,0.8561373353004456
180,0,XGB,test,16.257873395224266,35.321182560893966,29.87760353088379,0.2702295184135437
180,0,XGB,train,0.9478699586715019,1.8543932558401137,1.4944723844528198,0.9985269904136658
180,0,MLP,test,48.05121083957742,104.39407104961708,89.29740905761719,-5.374813556671143
180,0,MLP,train,62.38417271520329,122.04711004490234,97.4337387084961,-5.380524158477783
180,1,NNLS,test,21.998074694123808,26.592812783736953,20.948875765127223,0.8885955031858987
180,1,NNLS,train,23.23022111551325,37.282693574024556,28.258786924720816,0.7931916249506545
180,1,LINEAR,test,27.312344624231045,33.01707432928643,23.126699447631836,0.8282679319381714
180,1,LINEAR,train,19.888084678941436,31.91882518776635,25.545408248901367,0.848418116569519
180,1,XGB,test,26.110407484037452,31.564088566149326,26.027156829833984,0.8430502414703369
180,1,XGB,train,1.804410049467221,2.8959374351908984,1.8359626531600952,0.998752236366272
180,1,MLP,test,49.63270055379317,59.999483233451684,47.17314910888672,0.43288755416870117
180,1,MLP,train,27.34771252275739,43.89094623191453,34.220558166503906,0.7133820056915283
190,0,NNLS,test,14.284894455092406,31.03477020922273,24.032725655934108,0.4366051744224547
190,0,NNLS,train,22.013756186052206,43.06725899862737,36.49267955640622,0.2054964584686816
190,0,LINEAR,test,15.803664222482425,34.3343865192936,29.53512954711914,0.31043630838394165
190,0,LINEAR,train,9.231727884728425,18.060762209602252,14.530659675598145,0.8602752089500427
190,0,XGB,test,16.18868501603395,35.17086675309641,25.883235931396484,0.276427686214447
190,0,XGB,train,0.00016321480242657125,0.00031931007634983304,0.00026174692902714014,1.0
190,0,MLP,test,102.17586550384614,221.9830546742251,218.09091186523438,-27.824081420898438
190,0,MLP,train,103.55810060760287,202.59893416550838,196.76754760742188,-16.582298278808594
190,1,NNLS,test,26.265608034356152,31.751705857023452,23.479923030374234,0.8411788652935719
190,1,NNLS,train,23.08718622023744,37.05313371988268,28.50002463267112,0.7957305371283718
190,1,LINEAR,test,27.43796477499103,33.16893276223909,23.139039993286133,0.8266845941543579
190,1,LINEAR,train,19.793918158127934,31.767695264251447,25.35669708251953,0.8498501181602478
190,1,XGB,test,28.175158544363256,34.060104201869194,28.311967849731445,0.8172463178634644
190,1,XGB,train,1.7546820110544445,2.8161278109534966,1.8360918760299683,0.9988200664520264
190,1,MLP,test,120.38716024780096,145.5324276578935,124.45088195800781,-2.336519718170166
190,1,MLP,train,112.72283736093311,180.9113646927688,162.3977813720703,-3.869509696960449
200,0,NNLS,test,15.21651424679267,33.05876879378872,26.02022529850378,0.3607229169412649
200,0,NNLS,train,22.729225353878878,44.46698813598589,36.85509388611615,0.1530128874378026
200,0,LINEAR,test,16.01164738716125,34.78624213107191,30.018646240234375,0.29216694831848145
200,0,LINEAR,train,9.160432588075478,17.921281560303434,14.3729829788208,0.8624250292778015
200,0,XGB,test,16.81693923107445,36.53578584704231,29.2611083984375,0.2191767692565918
200,0,XGB,train,5.1913775593756455,10.156304086394444,8.386682510375977,0.9558151960372925
200,0,MLP,test,49.40862850505697,107.34314046406273,90.9155502319336,-5.74006986618042
200,0,MLP,train,23.588274500080512,46.147614184504434,26.94532585144043,0.08777940273284912
200,1,NNLS,test,24.620741191542425,29.763275659684126,22.03420927546939,0.8604481421655208
200,1,NNLS,train,23.10517752152704,37.08200835562733,28.479103076180156,0.7954120483038892
200,1,LINEAR,test,27.853672169927496,33.6714689650693,23.333112716674805,0.8213930726051331
200,1,LINEAR,train,19.659291667925306,31.551630244628406,25.25111198425293,0.8518856763839722
200,1,XGB,test,25.573258788742375,30.91474561729453,23.389856338500977,0.849441409111023
200,1,XGB,train,2.2659140852316773,3.6366154280099834,1.0289291143417358,0.9980323314666748
200,1,MLP,test,47.225657532936715,57.08968111185352,40.75464630126953,0.4865604043006897
200,1,MLP,train,35.01664784407613,56.1989894572458,42.299354553222656,0.5300944447517395
210,0,NNLS,test,14.946547781564593,32.472250829733156,26.037439511008007,0.3832053873003368
210,0,NNLS,train,23.33396363821229,45.650085654539964,38.289769446361966,0.1073430991981893
210,0,LINEAR,test,16.918699130498137,36.75686519103438,31.178131103515625,0.2096986174583435
210,0,LINEAR,train,12.245391158478679,23.95663094042284,19.684566497802734,0.7541598081588745
210,0,XGB,test,19.088480073242035,41.47084142474761,35.501426696777344,-0.006008148193359375
210,0,XGB,train,16.61756975880005,32.510271063302056,27.216123580932617,0.5472666025161743
210,0,MLP,test,102.68555143115572,223.09037721571497,219.2160186767578,-28.112363815307617
210,0,MLP,train,104.33641520230452,204.12161280104564,198.3128662109375,-16.847579956054688
210,1,NNLS,test,23.61349771122158,28.54564922317753,20.029967602387583,0.8716328146593499
210,1,NNLS,train,22.775008431103267,36.55211270957756,28.334188770725795,0.8012173262491618
210,1,LINEAR,test,27.946948096881364,33.78422743585385,23.55119514465332,0.8201948404312134
