cluster,method,rmse,mae,r2,percent_rmse,n_features
0,nnls,27.966812364260115,23.16954545872113,0.5424888075008276,12.872754016722416,110
0,linear,33.74075032393137,27.72786521911621,0.33407503366470337,15.5304213294852,110
0,xgb,29.8891996850451,23.069181442260742,0.4774301052093506,13.757603486980798,110
0,mlp,222.78788433451672,218.9079132080078,-28.033470153808594,102.54631795682346,110
1,nnls,27.524167825218537,20.431604345215483,0.880655457585659,22.76850909442125,110
1,linear,33.451871546461156,24.333059310913086,0.8237151503562927,27.67201705670333,110
1,xgb,40.299722417817286,30.01789665222168,0.7441542148590088,33.3366880408287,110
1,mlp,145.96605047278973,123.78543853759766,-2.3564319610595703,120.74586119262906,110
