cluster,method,rmse,mae,r2,percent_rmse,n_features
0,nnls,34.233060079262366,29.299133191945437,0.31450036112569124,15.757025001647262,230
0,linear,45.05309367845897,39.43796920776367,-0.18731248378753662,20.737343429110435,230
0,xgb,36.43056792443504,28.902935028076172,0.2236676812171936,16.768508812254,230
0,mlp,221.55633806664164,217.66818237304688,-27.71337127685547,101.9794534904666,230
1,nnls,24.067680935366063,17.47745676508654,0.9087479436419231,19.909238155292357,230
1,linear,33.426390896990924,23.261215209960938,0.8239836096763611,27.650938984411415,230
1,xgb,30.486746488036097,23.852569580078125,0.8535813689231873,25.219209862402213,230
1,mlp,145.86385320522353,122.23833465576172,-2.351733684539795,120.66132169153383,230
