n_features,cluster,method,split,percent_rmse,rmse,mae,r2
70,1,XGB,train,1.9045086469468442,3.090300669686518,2.007845401763916,0.9983392953872681
70,1,MLP,test,43.189781474789854,53.57165634252174,34.83940505981445,0.7364063262939453
70,1,MLP,train,37.52634334736147,60.89113019420912,46.11351776123047,0.35525012016296387
80,0,NNLS,test,21.885776123717303,44.89421348311679,41.70436942851698,0.08732457767256607
80,0,NNLS,train,21.58298119811298,43.11663203194273,32.19821617899077,0.20139788267092273
80,0,LINEAR,test,13.877579345559088,28.46702836794811,23.666189193725586,0.6330389976501465
80,0,LINEAR,train,6.525600410800722,13.036285817854896,10.266321182250977,0.9269956946372986
80,0,XGB,test,17.752698438093987,36.41604616056979,30.20693016052246,0.3994886875152588
80,0,XGB,train,0.0005434677230949958,0.0010856932887461073,0.0009027480846270919,1.0
80,0,MLP,test,102.27173739857089,209.78964538913735,204.39617919921875,-18.92983627319336
80,0,MLP,train,102.52483220675607,204.81533222027105,199.07144165039062,-17.02045249938965
80,1,NNLS,test,18.251999102591686,22.639378809054612,14.179314273927844,0.9529246264748227
80,1,NNLS,train,24.443476800667092,39.66256222971965,31.193504286472077,0.7264449436636509
80,1,LINEAR,test,22.934219344329023,28.447101958956754,21.656545639038086,0.9256739616394043
80,1,LINEAR,train,18.732524477727033,30.395836233792984,23.518800735473633,0.8393386602401733
80,1,XGB,test,22.79606522933877,28.275738629070883,16.427520751953125,0.9265667796134949
80,1,XGB,train,1.9136472839836591,3.105129237779482,2.0570497512817383,0.9983233213424683
80,1,MLP,test,129.9357158965823,161.1694081548977,123.8016357421875,-1.3857779502868652
80,1,MLP,train,109.70934955318165,178.01697930780367,161.38157653808594,-4.510691165924072
90,0,NNLS,test,23.05284058400981,47.28820859358268,41.21691895372359,-0.01260797810551817
90,0,NNLS,train,20.16520678715122,40.284323695081135,30.218263478277294,0.30287131637621323
90,0,LINEAR,test,15.109944726584445,30.994975021162706,27.47846221923828,0.5649709701538086
90,0,LINEAR,train,12.405167456024785,24.781981487470134,20.414615631103516,0.7361769080162048
90,0,XGB,test,15.481507780538356,31.757160971176543,26.188838958740234,0.543312668800354
90,0,XGB,train,0.0005438419542848417,0.0010864408957777473,0.0009164810180664062,1.0
90,0,MLP,test,102.11940990943529,209.4771765610755,204.13552856445312,-18.870512008666992
90,0,MLP,train,102.44271473429987,204.65128496420442,198.8849334716797,-16.99159812927246
90,1,NNLS,test,19.858634493509964,24.632214060611666,13.74314942044943,0.9442722303211044
90,1,NNLS,train,25.629137188276946,41.586442751724846,32.731338419436604,0.6992630717045776
90,1,LINEAR,test,23.36460033372509,28.980937085530357,22.557239532470703,0.9228582382202148
90,1,LINEAR,train,18.55739597500442,30.111668592909606,23.35435676574707,0.842328667640686
90,1,XGB,test,26.072238565433477,32.33943207892649,19.16006088256836,0.903942883014679
90,1,XGB,train,1.9024035362748042,3.086884867437471,2.012906074523926,0.9983429908752441
90,1,MLP,test,130.0747073520985,161.34181010358103,124.69642639160156,-1.3908846378326416
90,1,MLP,train,109.82478744957163,178.20429156238072,161.74143981933594,-4.522294044494629
100,0,NNLS,test,21.481087189830365,44.06407653528945,37.25899786712453,0.12076500285869562
100,0,NNLS,train,21.010278103306195,41.97253482054833,31.85442992154875,0.24321730185142665
100,0,LINEAR,test,12.195346563400399,25.016270340286166,19.264123916625977,0.7166124582290649
100,0,LINEAR,train,5.5048082034499535,10.997034540127526,8.930620193481445,0.9480492472648621
100,0,XGB,test,17.676403250022748,36.25954211695523,30.430816650390625,0.40463918447494507
100,0,XGB,train,0.8939439049544912,1.785844599192382,1.3496639728546143,0.9986299872398376
100,0,MLP,test,80.42451866859764,164.974524548489,152.9638671875,-11.324502944946289
100,0,MLP,train,75.22410764687832,150.27628201915297,138.51202392578125,-8.701115608215332
100,1,NNLS,test,18.587577191671187,23.05562250027914,15.907816361656637,0.9511776738790095
100,1,NNLS,train,24.19387888962733,39.25755876970645,31.219969608277207,0.7320030863229676
100,1,LINEAR,test,23.444596895149182,29.080163063316245,22.384830474853516,0.9223290681838989
100,1,LINEAR,train,18.18483815847656,29.50714748886594,22.911462783813477,0.848595917224884
100,1,XGB,test,21.823826484513013,27.06979504375564,15.702954292297363,0.9326969385147095
100,1,XGB,train,2.002883877220453,3.2499266396092383,1.9993237257003784,0.9981633424758911
100,1,MLP,test,51.151503425243625,63.44720138257676,42.02608871459961,0.6302657127380371
100,1,MLP,train,41.36159199585106,67.11429514850953,53.034420013427734,0.21672677993774414
110,0,NNLS,test,20.25042413109947,41.53962184964653,31.430807820748242,0.2186228660262971
110,0,NNLS,train,20.856964964218456,41.66625895703203,31.514089009295013,0.2542215742474141
110,0,LINEAR,test,13.362427669236476,27.410299595695435,20.695030212402344,0.6597774028778076
110,0,LINEAR,train,5.0789135950647815,10.146218754042454,7.854901313781738,0.9557768702507019
110,0,XGB,test,19.69328272131215,40.3967596888584,33.76436996459961,0.2610267996788025
110,0,XGB,train,0.00016546390649584906,0.00033054962636825427,0.00026531220646575093,1.0
110,0,MLP,test,103.37988546517023,212.06278551410193,206.83737182617188,-19.36406898498535
110,0,MLP,train,103.55591050771966,206.87513217518435,201.1767578125,-17.384733200073242
110,1,NNLS,test,20.339848205472187,25.229100979791777,16.164920906784065,0.9415387210457367
110,1,NNLS,train,24.070387405029063,39.05717857286859,29.392533810138588,0.7347319479110833
110,1,LINEAR,test,23.344270953949117,28.95572096936059,23.228471755981445,0.9229924082756042
110,1,LINEAR,train,17.994262640744473,29.19791515693747,22.819026947021484,0.8517526388168335
110,1,XGB,test,24.139634416610477,29.942272339479555,18.461557388305664,0.9176555871963501
110,1,XGB,train,1.8174424770391255,2.9490250479642435,1.9411429166793823,0.9984877109527588
110,1,MLP,test,38.74318295553251,48.05619320210585,32.92134475708008,0.7878888249397278
110,1,MLP,train,35.32330846064565,57.31643380379117,43.15632629394531,0.4287298917770386
120,0,NNLS,test,19.387084147325233,39.768655660420606,28.727781974084678,0.283827828792681
120,0,NNLS,train,21.17431483121297,42.30023335171782,31.65607698330196,0.23135408271083335
120,0,LINEAR,test,12.49526276687269,25.63148736478728,18.6735897064209,0.7025025486946106
120,0,LINEAR,train,4.793173506653427,9.575391668770086,7.453539848327637,0.9606128931045532
120,0,XGB,test,18.35785300874639,37.6573975447554,32.60663604736328,0.3578503727912903
120,0,XGB,train,0.5809004566408394,1.1604731990574322,0.912541389465332,0.9994214773178101
120,0,MLP,test,102.01321226781255,209.25933372253672,203.92044067382812,-18.829204559326172
120,0,MLP,train,102.27656896148541,204.31937316368214,198.5431671142578,-16.933286666870117
120,1,NNLS,test,20.794391014624132,25.792905896912416,16.137168302040003,0.9388966094432075
120,1,NNLS,train,24.730677723579827,40.1285812240858,30.823586894234086,0.7199788570047028
120,1,LINEAR,test,23.462463868125965,29.10232486417537,22.53840446472168,0.9222106337547302
120,1,LINEAR,train,17.67495314601221,28.679796036296942,22.4719181060791,0.8569673299789429
120,1,XGB,test,22.662057438357003,28.109518308417346,17.14752197265625,0.9274275898933411
120,1,XGB,train,1.8633616922017517,3.0235346500057108,1.988633394241333,0.9984102845191956
